store_id,store_name,rq_store_name,store_active,store_email,store_address,store_city,store_state,store_zip,store_phone,store_uid,store_district_id,store_image
0287,"Iturbide (S)",NULL,1,NULL,"1209 Iturbide St",Laredo,TX,78040,"(956) 568-5824",80193287,48,sites/default/files/pictures_store/287_FV.jpg
0291,"Maryville (S)",NULL,1,NULL,"2602 US Highway 411 S  )Ste 106??)",Maryville,TN,37801,"(865) 282-4025",80193291,19,sites/default/files/pictures_store/291_FV.jpg
0292,"Valleydale (S)",NULL,1,NULL,"2005 Valleydale Rd ",Pelham,"AL ",35124,"(205) 282-0690",NULL,28,NULL
0293,"Airline (S)",NULL,1,NULL,"11224 Airline Dr",Houston,TX,77037,"(281) 260-8840",80193293,577,sites/default/files/pictures_store/293_FV.jpg
0294,"Little York (S)",NULL,1,NULL,"310 W Little York Rd",Houston,TX,77076,"(346) 230-4922",80193294,577,sites/default/files/pictures_store/294_FV.jpg
0295,"Fondren 2 (S)",NULL,1,NULL,"11322 Fondren Rd Ste A",Houston,TX,77035,"(713) 728-9117",80193295,44,sites/default/files/pictures_store/295_FV.jpg
0296,"Western (S)",NULL,1,NULL,"3927 Western Ave",Knoxville,TN,37921,"(865) 540-4401",80193296,19,sites/default/files/pictures_store/296_FV.jpg
0297,"Magnolia (S)",NULL,1,NULL,"2131 E Magnolia Ave Ste A",Knoxville,TN,37917,"(865) 521-5050",80193297,19,sites/default/files/pictures_store/297_FV.jpg
0298,"Greeneville (S)",NULL,1,NULL,"2755 E Andrew Johnson Hwy Unit 301 ",Greeneville," TN",37745,"(423) 525-9679",NULL,19,NULL
0299,"Clinton (S)",NULL,1,NULL,"1351A Sunset Ave, Ste B-14",Clinton,NC,28328,"(910) 385-9879",80193299,29,sites/default/files/pictures_store/299_FV.jpg
0301,"Goldsboro 2 (S)",NULL,1,NULL,"2912 US Hwy 70 W",Goldsboro,NC,27530,"(919) 396-5642",80193301,29,sites/default/files/pictures_store/301_FV.jpg
0302,"Franklin (S)",NULL,1,NULL,"137 Commons Dr Spc A-4 ","Franklin ","NC ",28734,"(828) 634-1172",NULL,30,NULL
0303,"Elizabethton (S)",NULL,1,NULL,"101 Hudson Dr #111",Elizabethton,TN,37643,"(423) 512-4041",80193303,19,sites/default/files/pictures_store/303_FV.jpg
0304,"Fondren ML (S)",NULL,1,NULL,"9621 Fondren Dr",Houston,TX,77096,(713)-774-6464,80193304,44,sites/default/files/pictures_store/304_FV.jpg
0305,"New Bern (S)",NULL,1,NULL,"2686 MLK Jr Blvd","New Bern",NC,28562,"(252) 497-7003",80193254,29,NULL
0306,"Port St John (S)",NULL,1,NULL,"6257 US 1 Ste 6215","Cocoa ",FL,32927,,NULL,31,NULL
